# center_x,center_y,center_z,ext_x,ext_y,ext_z,quat_x,quat_y,quat_z,quat_w
-5.091954,1.369396,-33.881687,1.886802,1.376022,3.864319,-0.000000,0.342020,-0.000000,0.939693
-50.968475,1.369395,-51.853508,1.886802,1.376022,3.864320,-0.000000,0.707107,-0.000000,0.707107
-53.577374,1.369394,-62.084061,1.886802,1.376022,3.864319,-0.000000,0.965926,-0.000000,0.258819
-104.474945,2.302697,-130.614944,2.395265,2.305478,5.317178,-0.000000,0.000000,0.000000,1.000000
-113.474945,2.302697,-130.614944,2.395265,2.305478,5.317178,-0.000000,0.000000,0.000000,1.000000
-64.000000,1.408754,-109.000000,1.799989,1.409625,3.864319,-0.000000,0.000000,0.000000,1.000000
-80.000000,1.408754,-109.000000,1.799989,1.409625,3.864319,-0.000000,0.000000,0.000000,1.000000
-72.000000,1.408754,-109.000000,1.799989,1.409625,3.864319,-0.000000,0.000000,0.000000,1.000000
-43.187141,1.686208,0.128954,1.942982,1.690149,4.252733,-0.000000,-0.173648,0.000000,0.984808
-37.549931,1.686209,13.667448,1.942982,1.690149,4.252733,-0.000000,0.939693,-0.000000,0.342020
-24.212402,0.001000,-89.580002,73.934166,0.000000,5.000000,0.000000,0.000000,0.000000,1.000000
-82.385399,0.001000,-41.053497,5.835265,0.000000,43.769997,0.000000,0.000000,0.000000,1.000000
-51.554398,0.001000,-53.637299,7.000000,0.000000,133.007751,0.000000,0.461749,0.000000,0.887011
-39.406204,0.001000,-18.580002,3.750000,0.000000,75.000000,0.000000,0.000000,0.000000,1.000000
